商品ID,商品标题,价格,价格单位,价格描述,卖家昵称,店铺名称,店铺标签,销量,地区,标签,商品属性,图片链接,商品链接
968577022851,线条小狗旅行日记盲盒潮玩公仔可爱桌面摆件玩偶生日礼物玩具,9.9,¥,券后价,哈哈哈哈哈哈2016638911,笨小孩潮玩,,7000+人付款,山东 菏泽,"官方立减12%, 退货宝, 48小时内发, 包邮",款式类型:大隐藏 | 出售状态:现货,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2815124788/O1CN012LHhQS1lExRrBiEDi_!!2815124788.jpg,//item.taobao.com/item.htm?id=968577022851&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000f6ey-J_gCcyCNBCUksLOjIsDum6nUPIPxQh9oReUjZQ&skuId=5917280685463
693246451036,古风国潮时遇春风盲盒女孩手办2026网红新款可爱摆件女生生日礼物,26.8,¥,券后价,tb535623799,汪汪礼品社,,8000+人付款,江苏 徐州,"淘金币已抵1.59元, 退货宝, 48小时内发, 包邮, 公益宝贝",款式类型:隐藏款 | 出售状态:现货 | 选购热点:淘公仔,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2211178982135/O1CN01X7afsq1RdsXOk2GRE_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=693246451036&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000qGa7bfY7XIb-9PwTH82ZwLJQDrMB6yWiZvkQ-Qd64I8&skuId=4921051465484
858865591620,幸运盲盒礼物空盒惊喜盲盒盒子礼品盒商场活动摆摊盲盒空壳包装盒,5.2,¥,券后价,旺仔牛奶sky,橙意包装工厂店,,700+人付款,河南 郑州,"官方立减12%, 48小时内发, 包邮",主体材质:白卡纸 | 定制服务:图案设计 | 表面处理工艺:覆膜 | 品牌:包装盒,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1065208429/O1CN01r0eUNG2C8XYUIx2hF_!!1065208429.jpg,//item.taobao.com/item.htm?id=858865591620&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000ekOHKxcWqzkB-3bh7bVv1ealHv8MgIdc4VSG2_46fzY&skuId=5765566021059
743848939152,MINISO名创优品三丽鸥魔法物语系列盲盒摆件单盒潮玩摆件可爱童趣,39,¥,,miniso名创优品旗舰店,miniso名创优品旗舰店,回头客200万,9000+人付款,湖北 鄂州,"退货宝, 包邮",次元优选:IP联名 | 款式类型:隐藏款 | 出售状态:现货 | 品牌:MINISO/名创优品,http://g.search3.alicdn.com/img/i3/127238467/O1CN01r4jF9M2CPwNxYYHOR_!!0-saturn_solar.jpg,http://click.simba.taobao.com/cc_im?p=%C3%A4%BA%D0&s=818395504&k=2189&e=ZPSTXJsyaF3004kJ4dSkjrxcVcXH%2F9Y18IFNfe2My6NQXiZptkQTAQzh4Iv6OG6kpq4pbTCRrIYuJjtI5wWiBBiwcelBg51Zs1RHQZZfaklcV48CHLeLunE1KY4VwJuQ66MjaDL5XC7HKjf%2Bn3KIhNfxxjAstU8XCpgDK%2FP46eKZhIjkk%2B6cDcVp2eMHFkzNLZO2rEhpPXRIL4eq%2BhXPHLiWtW6dm2%2BPtVObs942A1cIqPWTgvcr8wHvV%2F%2Btesyh5Lw30%2BrL1lohJKCbCx3ZVCzdqDspeZe7VBV2z68lGV%2FifhK5AwtCQvzWKcqClro6QkvrndTHSqClGG6ASFncsu2yj8eX6Gk5MxXHsCy0S8rozC37QAS5vV1mjKE1WArM%2Fj94afXApAoK%2BjO4%2BwpNaOYuRjH4zG%2BKlvpF%2BiHftTGMJYOWxn6NPNhHul6ZgXVGBN%2BoLxqZ0DJ0slwHcWzweNqSHd9sfgXQkfpaBCNy8UqSyYXl7T%2FzbXpizNomhWZ7lcD6vLOEhi8FMkRTNfjWEjSsAkWXKmNiytpOqt4nMFaqrAKxvKZNwSVGRaGcmEHEvVh9AWAMTqhcH9uD9Lcj3m4Z%2BgkFCZy5jhnYeRe6A0JO91OsqgpEYjJ2BnAp5Q9fBOnW7%2Bt6cS9cH9uD9Lcj3iVGRaGcmEHExuBp%2Bb48bYpEWiCTSA3UPsJnsXfjcSDixrYGiekj8udaNIOf5yxHyoFrrr%2FLyl4QpPXpNqh6p1460j2OYWOTnBdoWqAVbnwloe4pweLel7GKuKM3R6g37xHrJuxNgYAzbbNt0%2BD0nkdRuH9kcxQFVriSNUT2Oi%2FIaAdodoBQPtZa5%2FMmqH3GzNRllkHOO1xUEeC8KjVXnlVscaWw5rMhVKYMEdQJYlZ4qWr%2BZWvrWXD2bRmG0KdiSNEaBrFdGBB0yxim0IysCl8AAfKYjDwDnPn9lC1Wd0OwD3RqGlb60871D43%2BJskwNvEl8PA8efn1hUOdA1ytKWK2%2F5LjPRfoHDeMHmOKUuwMz8F9meYbEcLNd3Qix9Yg7Z2fJHRzetLnzPGfysRLmpg9APlIDiZYFkphEhZw9nR5vs5b1BZVw1JP%2BX%2BMGmTYoGSpa2lU%2FRqks4nLwguSMiKLG8nob6Irfxc58G99uuyqQrTtyX71PD8VCS%2BEE%2Fc0pwYR5Nnza4yPlrt9JQRrn%2BtRMAL4nd6I0fSgqKNa%2Bc%2FnPrpc9oicBArwhdMT3%2BZr3nA4yamsHZeoAnknIRjhI3PULfO0rV6cWV%2BpdV45sSEmIMXG2ogf3nKeyvhPi9mbL%2F8yxeDoi43isqeXHrQN575g12zTnHfAdBUTSK28W2Zyg7UaoQE%2F0TPJdPd%2FqtFkQ9IaHB9RFDTp1JqDDn9Q4QyJ%2FnRMsSpza0RaIJNIDdQ%2BN4bDIZKiGquRHol0wL22BHd6BkLz2FuwaIvsX4Nc%2BttOMEHR5M36Y5AMwJ%2FrkrHEzf5L8IdAbg8pG5d9vF%2FpaP%2FaE2Axo7cRFKfymldQmZnN%2Fkvwh0BuDykbl328X%2BlohUlauZzoDci15nvn%2BiTGikuseGpicbc8sENjXhPYcTP3gNfQlXSY%2BBfGjMva%2FqSFDdI52QJIpBwOfFn3WHdGxzNFEYdUdfcr6LtliWcpLBs2J04NIZr7%2FUe7yALdorqa4F8Mjam%2Bdqsci1pvBrteaUmkn4g8L7G7C6I0S2sUE6FjKRKd51caVVajQSj4sRvwgT%2FXKZvkNV1IaYNWB8bRetwNnz%2Bd7CdRNK6Kd%2FS5%2FctnbTiPCHH6KjM%2B%2BXsCaOX%2FKAHNPPZc846cs64TBDkaF6Gkm6W5aX%2B2ip01CEbzx1CIE%2FgjlWvgWycJr5%2Bi7bS9DNEMk%2Bz6dUNer1IljQ2Hbbz70KCNUUjr458z8a6cp8z15ycikbfsbhZ8PEA%2BqOLpGRTGbnuaCTqolHbsn9ZX%2B773Vc%2F2g2TozSYpr6SO0%2FrSojon9lhogXe8TbMJ5lwjLHRp1QcyHQ%2FsNZdqFuqmfk3AwJno3HGVV1TJAwHQJH5if1OGDYSs74XzF4HuzRu7HjZY1E2b0QCNrioTSqlLowPL8zka%2FRYk7JF9Q%2FGDVpn2bRmG0KdiSBwoMYMLjM89AQffe68i1L%2FA%2BWzxTUtHpERaIJNIDdQ%2BqjUr23%2F4dfLS%2ByaIOkND1onSuKrCVvn0cCSRt%2B8Nnho%3D&mm_sceneid=1_0_127238467_0&a=xxc%3Dad_ztc%26mi_id%3D0000ciZWTC9iTp2jI3y27Q2EKT5gFYhiEY9WKjUYiPT1v3w&id=743848939152
,,,,,,,,,,,,,
,,,,,,,,,,,,,
961646518829,POPMART泡泡玛特ΘSKULLPANDA不眠剧场系列毛绒公仔挂件盲盒礼物,159,¥,,泡泡玛特旗舰店,泡泡玛特旗舰店,回头客20万,5万+人付款,广东 惠州,"超级爆款, 退货宝, 包邮",款式类型:隐藏款 | 出售状态:现货 | 品牌:POP MART/泡泡玛特 | 商品状态:全新未拆封,https://img.alicdn.com/imgextra/jz3_2/2885348004/O1CN015mndZO28ztEQxjz1o_!!2885348004-0-alimamacc.jpg,http://click.simba.taobao.com/cc_im?p=%C3%A4%BA%D0&s=818395504&k=2465&e=1xcxbuNrhyP004kJ4dSkjrxcVcXH%2F9Y18IFNfe2My6NQXiZptkQTAQzh4Iv6OG6kpq4pbTCRrIa2TFtVt3ZWBRfBpIg1KwvH9myz1V8FA6NcV48CHLeLunE1KY4VwJuQ66MjaDL5XC7HKjf%2Bn3KIhNfxxjAstU8XCpgDK%2FP46eKZhIjkk%2B6cDcVp2eMHFkzNLZO2rEhpPXRIL4eq%2BhXPHLiWtW6dm2%2BPtVObs942A1cIqPWTgvcr8wHvV%2F%2Btesyh5Lw30%2BrL1lohJKCbCx3ZVCzdqDspeZe7VBV2z68lGV%2FifhK5AwtCQvzWKcqClro6QkvrndTHSqClGG6ASFncsu2yj8eX6Gk5MxXHsCy0S8rozC37QAS5vV1mjKE1WArM%2Fj94afXApAoK%2BjO4%2BwpNaOYuRjH4zG%2BKlvpF%2BiHftTGMJYOWxn6NPNhHul6ZgXVGBN%2BoLxqZ0DJ0slwHcWzweP4sA8LsOVJ3sAgcIXBl056h5dn1UiuAfyhEJXSj51ycYUrM%2B5CnbTcd1u2qiZg4WxoRC3DJOPMz7vWFu%2BNX6lJx5OXq7DllB0RwwH4ZE6V%2BRtXTdQXf2wHx7nHjpLDoFZ%2Bv0vQSa%2BGGeBLjVjGdheNlYO%2BUF114e3TUOVzM5xngOsfIRJ2uGFVeWQCW47oLwxKImWy%2B4Y0zk%2F4dXKA22wVqwOlmtHKMGeITaU6bGxZqUrb%2BrFdzJPDGtgaJ6SPy51o0g5%2FnLEfKgWuuv8vKXhCk9ek2qHqnXjrSPY5hY5OcLk0ouP73ONqqQzvLzS9UTKRMIIVKpzLOcj%2FkZDBbpJFUMXwEBtEh2sJCrPvEfDPPpWC6hN5NzSOFu8m%2BgWa3DFdUyQMB0CR%2BXsHS5LLKtGLNplojAOUr%2F3SI8IUegEc61fsJOdOyNv4xvi%2BscrxaC47LQWRIVllBSHIzhynCu25JvIwAOclJGCqPbwpnY0vbIYfwfd56N%2FqQkWsy1Kt%2BPq1PwtNttg3FG%2BHECHsUVO2PxAl7e8paE3kYuncZf9Zcg5gA0cZfnIqVQs3zRgfCc%2BHzRunx%2BBzEuft99q1iBKZXue%2BLbmVx9OsLzJojGMDfiWSHvx9wgq84%2BQuoIkHpTkWm1ye9jyfwXvPvtOdcO3w5wKoiUf5T835anYCYVPdKg01je5g7i5pBOqry0fanY6CL0lS75VhY2Y7dWmSkr%2BUjkGkFC73o%2BxFFiwjXmvLbd9W42Fg4H%2FJDLEmDkdmRMo1gWE%2Fy2Eot3bw06W79ITbNYzPYB3PxlM1EKTlEwhXSiKjWhQ3nKPKnVspFeyPnrTwfgjqW%2FLVtRFmxvB2pyIYk5CGO2p23Z3gS41YxnYXj8e5x46Sw6BV3sSe80eujnUbV03UF39sBZWDvlBddeHvmFDEZy67ABeMSbXecwJQt0wz9q3sGVrCDtRqhAT%2FRM8l093%2Bq0WRDlOLTGgFeRu5UxRrl%2FTnlDENl9m9WrZBG4hNpTpsbFmoKBAfapFoIpZEeiXTAvbYEd3oGQvPYW7Boi%2Bxfg1z6204wQdHkzfpjKY8bQDv6M22N6clAiDI9OqJ%2BJN%2FEsmbLniX%2F022NrkNv8RZvnXwZ46MJzYc2YVtrNzGWJIrEq9tcADa8Tu%2B23OMxPRPledheMeBhkhSi0F2QkWsy1Kt%2BPmOFHm9uEZx6lZun5zDDKoUvXH24VOOwYZCRazLUq34%2B53%2FrGY09lvTwBKmJnwSptJso2QH%2FDXaf8CJdi9VmrRQJVXndelUKpaQ04L3X5EhJKipUo5TAo6Tp%2B5GNp2EFeaysiKq8zUAk860KX4qZWJDn6WzYvwG0WVqZ0%2BPxVEuMXq1F%2BBBaFwkfL6PDfsc2N6BubX%2BXBuSL258%2Fku7TiFkvX1nFykGppko3Jdbwt7hek4sv7m7Ciw6wSBpuWFqYA95ez2vB1NNacTxdnHcbzkFOAAK8%2B61FrRH7WCYDfytTQHw%2FB74ZspYCOyUy8CCA4ioXINDwLuenHN93Q8jSASSe9d57P6nKX0h%2FjomHcfTBqWac7OxQEGULtbujU3k%2Fo62WdmjibxlyqTaMnOgQy7Y2rtZCqp%2FVAnFQv%2FanxWB%2Fbm442nWgtsl4zikibBUnkqM2tb%2BChBrlf0HuLpSX8Av8ZMYaQK8RDDiUAT9ypqzxeGvbiaK0F9roufb8Gpnc8UcHxEXCnTb6Xmfv8QWgdUMQq0x0ze%2FxM47rjFSILV9UPFlal0PvLdfEAWDUMGSeYVRoHsX1DUKhN5QelSj%2BucVY4lcMM%2BgU%2BMChvOSlJZ89%2BZwDStvCTGGfX%2BZPZCOEXWlQiPTy700xlms4EcbQg2djKRKd51caVdplho55fniT%2BIxaYkW%2F2P9moHANfY1D9aRRh60x4EJRxwUiz%2BmD5pzQ0l%2B%2BpEt2BDoEhCpf7qE4K9LmH5wSjCnugyBBWyYZTYia2TAj5w9hpqcTDWY0WPrA1BhtM0eTWLiSJvt6K8DJ&mm_sceneid=1_0_116045295_0&a=xxc%3Dad_ztc%26mi_id%3D0000hZWb6MK453p-OoLcXTKuPUIMpmtxLzT1NdXJvxD_MfU%26skuId%3D6090950787629&id=961646518829
960513786146,三丽鸥helloKitty盲盒2025新款女孩手办玩偶帕恰狗公仔生日礼物猫,41.9,¥,券后价,若族旗舰店,若族旗舰店,6年老店,4000+人付款,江西 抚州,"官方立减7.1元, 包邮",单款概率:1/6 | 出售状态:现货 | ACG作品名:hellokitty | 系列类型:联名系列 | 商品状态:全新未拆封,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2206624310500/O1CN01kPyZ3l1FZ2zNHT2gs_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=960513786146&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000wK_ljVP7lVCFvB6TZgBOGIYH_KV2wEy3GoNAXA2FX8A&skuId=5421932828157
981868163903,新款罗小黑战记盲盒手办周边公仔桌面摆件盲盒儿童送朋友惊喜礼物,20.79,¥,券后价,t_1488258967423_0971,萌宝贝炫彩文创店,,3000+人付款,浙江 金华,"退货宝, 48小时内发, 包邮",款式类型:端盒 | 出售状态:现货 | ACG作品名:罗小黑战记,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/3148909770/O1CN01EPrWig2M2ieoYigjv_!!3148909770.png,//item.taobao.com/item.htm?id=981868163903&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=00003v7fAhWuMgAqxpGeVzXNnmcI5iEA6hfrnTM8PA78PW0&skuId=6109271219901
1000585416922,2026生肖马年吉祥物摆件马上有钱新年礼物盲盒年会本命年伴手礼品,109,¥,首单价,龙葵旗舰店,龙葵旗舰店,回头客1万,1000+人付款,浙江 金华,"官方立减2.1元, 直降1元, 热销爆款, 淘金币已抵0.33元, 包邮",适用人群:领导/客户 | 场景类型:祝福 | 货品分类:摆件礼物 | 适用节日:节日通用 | 包装种类:礼盒装 | 风格:喜庆 | 产品名称:旋转生肖小马摆件 | 修饰词:喜庆,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2207545631602/O1CN013sgAul1NhlbdxA5yf_!!4611686018427380594-0-item_pic.jpg,//detail.tmall.com/item.htm?id=1000585416922&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000JnXBH3jcIjiSNSYrTBa1Q7YB7TVDjSg2LOKixDeKUu0&skuId=5985261881886
720360405364,POPMART泡泡玛特 共鸣间谍过家家阿尼亚的日常手办盲盒礼物,69,¥,,泡泡玛特旗舰店,泡泡玛特旗舰店,回头客20万,1万+人付款,江苏 苏州,"热销爆款, 退货宝",款式类型:隐藏款 | 出售状态:现货 | 品牌:POP MART/泡泡玛特 | 商品状态:全新未拆封,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2885348004/O1CN01KvsJZO28ztEVYp3WZ_!!4611686018427382436-0-item_pic.jpg,//detail.tmall.com/item.htm?id=720360405364&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000c4IFm_gJXIqTAUGzwqYQSXa9AQVdohbrG_V-dM70D_s&skuId=5080014205859
