商品ID,商品标题,价格,价格单位,价格描述,卖家昵称,店铺名称,店铺标签,销量,地区,标签,商品属性,图片链接,商品链接
821806467803,高达模型大班8802Mb强袭自由MG白雪姬菲尼克斯红异端机甲手办玩具,98,¥,,tb4548992675,天赐玩模,,2000+人付款,江西 抚州,"店铺满200减10, 48小时内发, 包邮",机体名称:强袭自由 | 模型级别:MG | 出售状态:现货 | 表面处理:水贴 | 版本类型:大陆,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2214383570218/O1CN0184ArHE1DTtJukfk73_!!2214383570218.jpg,//item.taobao.com/item.htm?id=821806467803&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000WAGIcd0MwmQ8xAt44OXYuYBE4leJTXIJ3NJYQ5GjYSQ&skuId=5531606896274
912637604802,高达8802MB强袭自由拼装模型MG红异端独角兽白雪姬樱花自由手办男,298,¥,券后价,猫点购旗舰店,猫点购旗舰店,,800+人付款,浙江 金华,"淘金币抵13.1元, 退货宝, 包邮, 公益宝贝",商品属性:普通款 | 模型级别:MG | 出售状态:现货,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2218070948476/O1CN01oHlni82CU46OTuQ7y_!!4611686018427386492-0-item_pic.jpg,//detail.tmall.com/item.htm?id=912637604802&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000sTjLI7J6hvJG5Ky_fMXGIIffNVWayIYQG00m2Tg1dcc&skuId=5774780788874
864828294024,高达模型红龙异端强袭自由独角兽红异端菲尼克斯机甲拼装手办玩具,43,¥,券后价,tb491902216784,高达模型批发小店,,1000+人付款,广东 汕头," 3期, 24小时内发, 包邮, 公益宝贝",出售状态:现货 | 版本类型:大陆,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2215753813299/O1CN01n5a3fj1aEzdvMuZND_!!2215753813299.jpg,//item.taobao.com/item.htm?id=864828294024&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=00008_4PeSc4B8eAkUuzL4ppillNO-yzkRUq3rcjaA7zz8c&skuId=5690789757867
681301066469,【自营】万代高达拼装模型 RG飞翼零式闪光强袭自由红异端沙扎比,810,¥,券后价,天猫国际进口超市,天猫国际自营全球超级店,买过的店,1000+人付款,浙江 杭州,"超级立减10%, 退货宝, 满88包邮",出售状态:现货 | 品牌:Bandai/万代,https://gw.alicdn.com/imgextra/O1CN01RZkBiX1MHpZKOgzwV_!!2549841410-0-tmg_sticker.jpg,//detail.tmall.com/item.htm?id=681301066469&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=00006NVYqqR5dlkoty5wEPPMJ4LwXgnzYj7W4I0UZ55l3HQ&skuId=5055112267950
,,,,,,,,,,,,,
,,,,,,,,,,,,,
780943326639,白雪姬高达模型MB强袭自由红异端菲尼克斯独角兽大班拼装玩具手办,98,¥,券后价,tb637181638,M78星云模型工作室,,600+人付款,江西 抚州," 3期, 店铺满60减6, 淘金币已抵2.94元, 48小时内发, 包邮",,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2215394856254/O1CN01FZfdLD1w4NwI4WmTZ_!!2215394856254.jpg,//item.taobao.com/item.htm?id=780943326639&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=00008tDhNXf6AjN06ls2ORm2-gMfU8Hz_nLE2hZL4c-m0wk&skuId=5505341607968
752942494334,大班MG红异端高拼装达模型菲尼克斯MB强袭自由白雪姬飞翼机甲手办,88,¥,,tb985387556,星空精品模玩社,,400+人付款,江西 抚州,"店铺满200减23, 48小时内发, 包邮",模型级别:MG | 出售状态:现货 | 版本类型:大陆,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2212788790310/O1CN01R8Ok451EA1lrrHJ0x_!!2212788790310.jpg,//item.taobao.com/item.htm?id=752942494334&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000de8AD-JuMwKcOm7DBpYHXR-JWZfgq1eyaQlR8kd-0cY&skuId=5752993190676
723323619263,MG樱花自由高达模型大班白雪姬MB强袭自由红异端机甲拼装手办女生,98,¥,,love风花雪月2019,酷动玩模,,500+人付款,江西 抚州,"店铺满200减10, 48小时内发, 包邮",模型级别:MG | 出售状态:现货 | 表面处理:水贴 | 版本类型:大陆 | 品牌:高达,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2206777863570/O1CN01vFH0cD1cF6qbedUv0_!!2206777863570.jpg,//item.taobao.com/item.htm?id=723323619263&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000eu-KR-HzDwZ2MlF2awJt1dMgMwx-NmUDFD4O21Hu1XA&skuId=5024208304049
788227322183,敖丙吕布曹仁白起曹仁金属模型HG高达机甲拼装手办模型盲盒随机发,36.8,¥,,tb2814210396,源来机甲模型店,,900+人付款,广东 汕头,"官方立减12%,  3期, 退货宝, 包邮",,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2213005069438/O1CN013VEvlF2Jaf1LEJxmr_!!2213005069438.jpg,//item.taobao.com/item.htm?id=788227322183&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000GFa4e0v3qcBS45iBINoD5fKgvAvbZhhmNwId7ykEuGY&skuId=5548299314698
768773922688,星动风灵HG水星的魔女修复fm魔灵rg高达手办国创机甲拼装模型玩具,21.8,¥,券后价,tb646145823812,空格模型,,5000+人付款,广东 汕头,"淘金币抵0.5元, 48小时内发, 包邮",商品属性:限量版 | 模型级别:HG | 出售状态:现货 | 表面处理:水贴,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2217468069638/O1CN01xedbDL2L4GDc1Zvbb_!!2217468069638.jpg,//item.taobao.com/item.htm?id=768773922688&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000VUWCkR-rz4kXR4nqnVYJjiUsXSK-uduET3aUiUpX6zI&skuId=5442510782202
793531491472,高达模型大班MG白雪姬红异端国产MB强袭自由独角兽机拼装手办玩具,98,¥,,tb985387556,星空精品模玩社,,100+人付款,江西 抚州,"店铺满200减23, 48小时内发, 包邮",模型级别:MG | 出售状态:现货 | 版本类型:大陆,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2212788790310/O1CN01Hl3YQ51EA1or7djw7_!!2212788790310.jpg,//item.taobao.com/item.htm?id=793531491472&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000_Q-ICPKB29g9z1AGZH9LoM1PoQFoBsI4njHeSDNbxJs&skuId=5587090573275
934708103310,高达模型HG强袭自由新生命运红异端拼装玩具机甲独角兽手办男孩,70.8,¥,券后价,蕾思绮玩具旗舰店,蕾思绮玩具旗舰店,,300+人付款,浙江 金华,"退货宝, 包邮",,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2219640157760/O1CN011xf8w927C8X4OBESd_!!4611686018427385408-0-item_pic.jpg,//detail.tmall.com/item.htm?id=934708103310&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000WYnjjNhayEwH9S4B-pUENJCsrntwj6pKn5Y-teBb4NA&skuId=5825658792112
674461621004,现货 万代 MGEX 1/100 强袭自由高达 突击自由高达 拼装模型,1400,¥,,tb760666942,模玩基地 HobbyBase,回头客1万,700+人付款,河北 廊坊,,次元优选:IP联名 | 出售状态:现货 | 版本类型:大陆 | 品牌:万代,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2209978694026/O1CN01XAy3Zy1fbxgMaPloq_!!4611686018427386250-0-item_pic.jpg,//item.taobao.com/item.htm?id=674461621004&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000pOF4XqIZk85gcsf7z0Mh1-NSCw9Mm5grj2OFivTg-ls&skuId=4950054513617
981314284662,高达模型MGEX强袭自由独角兽白雪姬巴巴托斯MB拼装手办机甲玩具,316,¥,首单价,大大积木玩具,动漫机甲模玩,,1000+人付款,广东 汕头,"官方立减12%, 直降8元,  3期, 退货宝, 包邮",商品属性:普通款 | 机体名称:强袭自由 | 模型级别:MG | 出售状态:现货 | 表面处理:水贴 | 分色等级:部分 | 版本类型:大陆 | 品牌:高达,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/3340784547/O1CN01HvTj881jSZxraU6n2_!!3340784547.jpg,//item.taobao.com/item.htm?id=981314284662&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000CyEZJIBAnm2hvArDHb42UkT6kDVpUd97M2m798dn-Fw&skuId=6103990919131
814114577768,乐高玩具高达模型拼装强袭自由独角兽红异端改机甲敢达手办男孩,43,¥,券后价,百甲汇模玩87,百数汇模玩,,700+人付款,广东 汕头,"官方立减12%,  3期, 淘金币已抵0.86元, 退货宝, 48小时内发, 包邮",适用年龄:14岁 | 玩具类型:拼装积木,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2217709082205/O1CN0125lCkw1S9wIKSKXZ2_!!2217709082205.jpg,//item.taobao.com/item.htm?id=814114577768&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000i77T6-7XwUK_ai6BLyUYDeS7YqSsazhS7BGKwv4B-CM&skuId=5510519177225
892633204888,王者机甲高达模型拼装HG红异端强袭自由机动战士独角兽手办玩具MG,38.8,¥,券后价,t_1499580502777_0418,爱时乐模型手办,5年老店,1000+人付款,广东 汕头,"官方立减12%, 退货宝, 48小时内发, 包邮",出售状态:现货 | 版本类型:大陆,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2991720707/O1CN01NC1HBG1H5qz8z32uQ_!!2991720707.jpg,//item.taobao.com/item.htm?id=892633204888&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000l1Hdb0M6hFBcs8ro7X1sjrIxFLuEGwWHigK5phFgj7A&skuId=5738517988323
938610744479,高达模型拼装玩具强袭自由巴巴托斯独角兽机甲拼装积木手办礼物男,79.8,¥,券后价,网柚饰品,网柚精品店,,700+人付款,浙江 金华,"淘金币抵7.9元, 退货宝, 48小时内发, 包邮",,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2217965710532/O1CN01P7WOPW1Fnhlq8byKs_!!2217965710532.jpg,//item.taobao.com/item.htm?id=938610744479&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000JA3MGY_3bmfT_nsHZdVIB68tAtEc_FyMSp1rJ0DnOhY&skuId=5998101118474
955191343309,现货高达拼装模型HG新生强袭自由完美独角兽机甲手办男生礼物积木,42,¥,券后价,tb061157784,ww模型,,1000+人付款,广东 汕头,"超级立减5.2元,  3期, 48小时内发, 包邮",商品属性:限量版 | 刻线复杂度:精密 | 分色等级:完整 | 机体名称:强袭自由 | 模型级别:HG | 出售状态:现货 | 表面处理:水贴 | 版本类型:大陆,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/4036291335/O1CN01wABrt21LjTonoUPDb_!!4036291335.jpg,//item.taobao.com/item.htm?id=955191343309&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000NkGMUTYo6G_67F_Hs1XuOfz5kuxlmwt5UsfVPAPQRHQ&skuId=5881557457360
788313101225,机甲模型敖丙合金色吕布白起改红异端曹仁高达拼装玩具盲盒随机发,32.8,¥,,tb2814210396,源来机甲模型店,,1000+人付款,广东 汕头,"官方立减12%,  3期, 退货宝, 包邮",出售状态:现货 | 版本类型:大陆,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2213005069438/O1CN01QnWTMB2Jaf1JPs6FM_!!2213005069438.jpg,//item.taobao.com/item.htm?id=788313101225&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000E_84cKOZXEo5tB8BGgM8WflEdFj8yGR6bncy4SHbIbk&skuId=5382668656717
,,,,,,,,,,,,,
948562635474,高达模型HG强袭自由新生命运红异端改拼装玩具机甲手办男孩的乐趣,79.8,¥,,mybkv旗舰店,MYBKV旗舰店,,300+人付款,浙江 金华,"官方立减12%, 店铺满100减3, 30天价保, 48小时内发, 包邮",,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2212720204159/O1CN01TB5kYC1gasHc8vp5c_!!4611686018427386239-0-item_pic.jpg,//detail.tmall.com/item.htm?id=948562635474&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000CJ2wuzi4rIcMBtkO7Qlo8OMBUdGKwa88i5f8QF9yz50&skuId=6027606578286
841706351619,摩动核赵云牛魔王敖丙高达盲盒MG国创机甲天幕爱因塔拼装模型玩具,42.36,¥,券后价,tb61907993231663,童趣模玩社,,200+人付款,广西 南宁,"官方立减0.96元, 店铺满20减2, 淘金币已抵0.24元, 退货宝, 包邮",,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2218662177436/O1CN01dkVovl24nk9W8CT2h_!!2218662177436.jpg,//item.taobao.com/item.htm?id=841706351619&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000tvd-0CiKzvBGK0jergmbtjTLaCDncFkzLgH-y9zBX7g&skuId=5784897831426
1008728448186,特价处理！高达模型【只发图中九款】带翅膀支架拼装摆件生日礼物,128.9,¥,券后价,fly20141228,熠家潮玩,,1000+人付款,广东 汕头,"48小时内发, 包邮",出售状态:现货 | 版本类型:大陆,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/3369232501/O1CN01AAcknD1ULVacuD9sR_!!3369232501.jpg,//item.taobao.com/item.htm?id=1008728448186&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000BHNLiB04OEDfQZCKP28PypPkhl0OWEIQrhL8zMcqvaA&skuId=6004034696224
1013015222965,特价处理！高达模型【只发图中九款】带翅膀支架拼装模型摆件礼物,128.9,¥,券后价,ljf642780859,菲仔潮玩,10年老店,200+人付款,广东 汕头,"48小时内发, 包邮",商品属性:普通款 | 出售状态:现货 | 版本类型:大陆,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/366923197/O1CN010GDPkf1ZUHL9JIqyF_!!366923197.png,//item.taobao.com/item.htm?id=1013015222965&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=00008nY92HHSXOvtwPZTP3XDqSRwt8R2cegtAL6ZFe8LxOk&skuId=6182682215180
866716226048,高达拼装模型强袭自由hg巴巴托斯独角兽机甲手办积木玩具男孩礼物,88,¥,首单价,tb3411374847,柒夜高达机甲模玩,,1000+人付款,广东 汕头,"官方立减12%, 直降4元,  3期, 店铺满85减15, 24小时内发, 淘金币已抵2.64元, 包邮",分色等级:完整 | 商品属性:普通款 | 机体名称:强袭自由 | 模型级别:MG | 刻线复杂度:中等 | 出售状态:现货 | 表面处理:优良 | 版本类型:大陆,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2219098038964/O1CN01WnO0EY2G5ZM7rWyG6_!!2219098038964.png,//item.taobao.com/item.htm?id=866716226048&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000tKiRDveSxGPsmnYXI2liDi1dJKd8vS4tgqEGzW-qXUo&skuId=5694592777363
837880114952,高达HG新生命运强袭自由MG独角兽红异端拼装模型玩具手办机甲男孩,89.8,¥,补贴价,百礼集玩具旗舰店,百亿补贴品牌优选,,2000+人付款,浙江 金华,"已补12元, 退货宝, 包邮",,https://gw.alicdn.com/imgextra/O1CN01tUAMmR23fDGgNHQ9H_!!2212298277282-0-picasso.jpg,//detail.tmall.com/item.htm?id=837880114952&ns=1&abbucket=10&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=d956330ae89ff72d9c78577bc153db2656f80950&mi_id=0000INPGN1CkRf1pL8KPrvDy3V2rq54n7-QjWbAMFPMTSFI&skuId=5765695614809&maskChannel=bybtrs
902713149148,现货基地限定SDEXQ版BB战士RX-78-2MINI小元祖高达拼装玩具模型,9.9,¥,券后价,cr788罗纳尔多,辰辰潮玩模型,,1000+人付款,广西 南宁,"淘金币已抵0.29元, 退货宝, 48小时内发, 包邮",商品属性:限量版 | 机体名称:元祖 | 模型级别:HG | 刻线复杂度:简单 | 出售状态:现货 | 表面处理:光滑 | 分色等级:无分色 | 版本类型:大陆,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2510216224/O1CN01hzTAOF1vqe9osQ9dO_!!2510216224.png,//item.taobao.com/item.htm?id=902713149148&ns=1&abbucket=10&xxc=taobaoSearch&mi_id=0000L1HxfwAN88S1kiij0p5kXmskAr679qv7ZwT9EnkpYU8&skuId=5759322920418
